Return_On_Equity,Current_Ratio,Asster_Turnover,WACC,Dividend_Yield,Earnings_Yield,Revenue_Change,Net_Income_Change,Price_Change
0.6859858583516866,0.9636062021802424,0.4182414178163611,0.051231399,0.036855802,0.043219785479068254,1.0330444685659377,1.0254721885288511,7.380922063101642e-05
0.1083818102208044,1,0.041854230219540864,0.083952401,0.011335650926659894,0.09443921,1.0582670267608079,0.9194164170511497,-0.022175275
0.1270585625719083,1,0.041530667644215195,0.088761718,0.012967681497090277,0.11696780456154429,0.9363233377778324,1.438665129700597,0.027577882257587234
-1.48335264,6.825941638,0.02202012,0.10386265892505325,0,-1.103792365,0.4713333333333333,0.46736366205142693,-0.074433665
-2.004720544,3.386392347951633,0.037695071997587516,0.16225355000023872,0,-7.003246927,0.3,1.0083339269178717,0.057142857
0.17641137396346315,0.9328151670925793,0.5777758448223372,0.085602379,0.27774602014108685,0.32800000558580683,1.0940850437105292,1.1410228079867413,-0.029962607
0.15332212044577279,0.9938455521764412,0.5256348189967713,0.076059347,0.27344252891332527,0.3213232498090533,1.2479538875280494,1.1135033481554388,0
,1.8480743177859493,,,0,0.12832822084433188,,,-0.031989307
0.4714251949893642,1.2074597909756555,1.9286107015220053,0.072031561,0,0.2498186889818689,1.568852475680291,1.8732156273478588,0.004093437
-0.144219341,59.01412872841444,0,,0,-0.217647053,1,0.5378803143260125,0.008333325
-0.238187795,37.71996466431096,0,,0,-0.291139255,1,0.5137149363419936,0.055045817
0.13961886771487306,1.4046309220789883,1.6410401929586313,0.082471416,,,1.0371224348628083,1.0907118055555556,0.004249663
0.13417190775681342,1.1537097250960686,1.6033601018710593,0.075369807,0.017868366,0.079469127,1.2533474617088913,1.824228028503563,-0.000244518
0.1191267531822758,0,0.045811594,0.1170652827677229,0.13580413409735775,0.11791831119988058,1.1646865171606675,1.1401270170635054,0.012705536236166768
0.11092388277001398,0,0.036332035,0.10383149127561439,0.16628734455120678,0.1469947106213182,1.0476170330144536,0.9601620984379605,0.010326116
0.14825272647203586,1.6378874358789104,0.5478323817849046,0.069477441,0.018720504927691214,0.030128641382546856,0.9188142853870296,0.8254723784797346,-0.008415531
0.18898217303603554,1.6285105558783652,0.586434348,0.066294588,0.01762168,0.036781436,1.0134184561810795,0.9804836656767076,-0.002797098
-0.507526379,4.599902608,0.199668405,0.15369256398513942,0,-0.184,3.5510556971241356,0.9109342006898632,-0.051063783
-0.449996754,14.317886106407629,0.053734992786756974,0.15719753,0,-0.356223188,1.5892392247613538,1.1961251862891207,0.023136224
-0.054939586,17.733614443034348,0.016414966206383597,0.088719601,0.005597112,-0.062167462,0.7277767157331294,-0.826089894,0.009882242
0.063176687,13.01062324,0.017388327117280628,0.088719601,0.004783107,0.064195212,1.1022493810251277,3.1464179421768708,0.003669721
0.11252517853872918,2.330160456894207,0.6713763994492007,0.069864629,0.002461865,0.061510461,1.1013553329404833,3.531609195402299,-0.015134971
0.035632007,2.1096153846153847,0.638750353,0.06899495,0.00376319,0.026597307022325788,1.0520768753874767,0.6529080675422139,0.005822644
-0.53938059,4.0431186818435085,0.8799327,0.056843193,0,-0.042797829,1.0683472926499293,1.2865610293679632,-0.013897254
-0.310356558,6.431100886871799,0.6915151930663513,0.058657642,0,-0.065954774,1.0959581668571945,0.5961631342689926,0.045435039408864175
-2.595213668,5.694162329871539,0.20412023357642692,0.19156048707199758,0,-16.78571348,0.902496208,2.476300594701748,-0.036131792
-0.340396035,5.721950590762621,0.094156364,0.17812861929247775,0,-4.442037057,0.912725202,0.21129748919637348,0.043557198
-0.016294285,1.497962648556876,0.6968905428131821,0.063368229,0.049359364,-0.023026316,0.9616353132869204,-0.129538763,0.026548688997442775
0.11783071230342276,1.3052497883149874,0.655161259,0.09193068,0.051233555746932176,0.2029186393023358,1.2235983566940551,1.6435483870967742,0
0.4149280474830618,3.3280907624714975,1.1240517450209733,0.082857755,0,0.079844203,1.3199778959503585,2.3480465160493043,0.015364902232812906
0.19915941461937006,3.4522864898726247,1.192564842153446,0.079267227,0,0.044155845,2.3224351355452155,-76.97317073,0.003037203
0.11440159943324875,,0.20122813038837034,0.06806226,0.001487974,0.05251111,1.0818824923861308,0.6847642092700973,-0.002395808
0.15922527383939755,1,0.19791481087591403,0.068250648,0.001963082,0.085058938,1.076504506990412,1.5345548020982966,0.001123578
0.11440159943324875,,0.20122813038837034,0.06806226,0,0,1.0818824923861308,0.6847642092700973,0.000438827
0.15922527383939755,1,0.19791481087591403,0.068250648,0,0,1.076504506990412,1.5345548020982966,3.894975407401051e-05
0.097108251,1.3033507928905095,0.5233461931181072,0.088863738,0,0.03922325,1.1278974107260906,1.432785165368374,-0.018076644
0.075724263,1.2227184144681755,0.48539348559314677,0.084447221,0,0.026117589989922932,1.1074031701555411,-0.283627323,-0.010343147
-5.10056606,1.265336358,0,0.11490744339622802,0,-0.970873813,1,1.2774493243243243,0.016064241646516784
-1.18222666,9.800879121,0,0.085462615,0,-1.66530609,1,2.250644942294637,0.044247837
-0.418679101,11.15704206950614,0.021162968,0.094285422,0,-0.17,1,0.969272289,0.052381018
-0.314666414,10.118545890342554,0,0.095429964,0,-0.475490205,0,1.178856930605126,0.021782109410423453
0.11915734918332165,1.2980326998446745,0.44297430289775835,0.080312046,0,0.040849673,1.0374311067140036,1.1125744379494644,-0.007755209
0.10266176190594781,1.2430256379656701,0.4339064203111303,0.07946389,0,0.047391304,1.058931239676062,1.7587530966143683,0.000859181
0.2743759516587337,3.5370085277191174,0.9076171938585752,0.1255084963553757,0,0.042717248,1.388827163103009,1.8558438925494172,-0.030738762
0.18303804185476075,4.124457173304916,0.8794381604800595,0.12329788088542003,0,0.037046371,1.395878287255563,1.9737105357928855,0.018574948195127453
0.025010713,1.0545662491882872,1.2799743229964788,0.080573289,0.007525986,0.00433802,1.093570274582448,0.1781392159324686,-0.01355175
0.12541558086030588,1.077465906,1.180340263292671,0.076377166,0.005352352,0.02630992,0.9855578939036277,1.7935213788723041,-0.000516874
0.2674502806015326,1.2983442535908913,1.2510754887691662,0.093073989,0.012823718487933622,0.031175522832194692,1.0408713110733208,0.9991839665420466,0.003937584
0.31109829111850906,1.2332511161014903,1.3032138617225721,0.091003754,0.01483871,0.041534340257780335,1.218883320887107,1.164278208420147,-0.017966556
0.14590151892328662,1,0.041500974,0.076158181,0.023621251,0.092716715,1.1147734524569242,1.2844722282101027,-0.024810115
0.10228801164217938,1,0.033735356,0.079190123,0.026686088954902785,0.08282567,1.009253096889156,1.5132108296183537,0.012148310499521097
-0.704065284,2.163768115942029,0.29971561824593335,0.1932058156487393,0,-4.426772652,0.9186106871411859,0.634088154,0.012820500280416923
-0.687813044,1.8909208699676077,0.2833798054756625,0.11966516859354207,0,-12.71428603,0.8437833,1.0437777376147157,0.02459018
0.089070246,1,0.064895051,0.088911682,,,-0.534622607,-0.506823446,-0.007342102
-0.35838496,1,-0.196229966,0.075637115,0.2233620588210732,-0.447921726,-1.649641338,-1.707045704,0.002935395
0.039844021724589986,0,0.043220734664498876,0.079693094,0.13411788254740045,0.055984558,1.0683557201500946,0.49263976182600067,0.027698180941434124
0.08909152,0,0.038782402260321494,0.072785138,0.15369550591172507,0.15950261635303617,1.2971355225701504,2.7683150183150182,0.012354173572132891
-0.439771077,10.554745190992797,0.1168596521547864,0.054288498,0,-1.266666724,4.400532465611596,0.9564518791613933,-0.053986227
-0.460446638,8.941258558283547,0.026913630374466087,0.054285765,0,-0.101587302,1.043042270904042,1.7811428011369206,-0.004774877
2.189190428165398,1.7840232389251998,0.037294417,0.072514509,0,7.795918215617001,0.6284599006387509,-1.360580074,-0.034782576
0.9778786950101691,2.727808093359987,0.036177833694940494,0.017014651550459697,0,-2.592920365,0.5203101920236337,0.8692389608459843,0.043283396
-0.624369068,8.586924656,0,,0,-1.972318268,1,4.32111213,0
-0.090689942,13.889877300613497,0,,0,-0.54,0,0.4989836365484297,0.10399996439615886
0.17170758280849022,1,0.19177516649153842,0.068491222,0.053306808,0.14953271343951283,0.9774037324191986,1.2880488764096325,-0.002062675
0.1331584307285576,1,0.1909697153299318,0.068445945,0.053551746,0.1462871112864216,1.0124053399177013,1.4758477516123545,0.024119633914186665
-0.484222549,4.907578346271601,0.12263318755590895,0.061007217,0.016816347689794384,-0.798469372,0.6726293911206515,-0.83825412,-0.05450232
0.35571116245026024,3.6499425545731556,0.11021635939393333,0.058910083,0.007067874,0.5771971444136998,2.9563830501645287,1.3658851424961778,0.030888094508023246
0.038400113010060515,4.772523438,1.179984026242487,0.066808169,0.012632011788082593,0.020136399,1.0652147684620232,0.22223472007506914,-0.013636329
0.17715790857993352,4.697908154588739,1.2606564526716402,0.063034143,0.024204776,0.18423440922901396,1.1102694132986803,1.6861431729228873,0.000298126
-0.17327487,1,-0.109444772,0.081636026,,,-30.79762913,42.001102535832416,-0.008506106
-0.003212348,1,0.003005211,0.082050487,0.43333354247725275,-0.004881919,0.008841677,-0.0068877,-0.011128245
-2.020762598,3.9591634238228863,0.082537791,0.12037575541517793,0,-1.286254757,4.415026833631485,1.0465937124422797,0.018292665641127553
-0.767576228,6.642970211541229,0.013095656433355696,0.13732256715695595,0,-0.698630119,1.5535624052551793,1.2152169234080497,0.057291675397815996
0.32861121201113935,1.3433523209307963,0.6517680244467577,0.094534887,0,0.019896078588240204,1.102408269907986,1.1412952060555088,-0.009524901
0.3384812468863426,1.106791338582677,0.648113381,0.090705917,0,0.030101328371154982,1.1153626860943935,0.9863127333056823,-0.004023699
0.032689383,0.7966281955331469,0.069132648,0.062371027,,,1.2505292987199115,1.1149458464808413,-0.019858357
0.032930885,0.8933032894302658,0.064025309,0.062265797746162234,0.042916296,0.027273895993627225,1.2666810089501743,1.2466938735452635,-0.008267993
-0.063702413,4.423965834868532,0.5684738689805922,0.087972845,0.000818331,-0.161073824,1.026851057889804,-0.147630006,-0.028806654
0.41005152714509746,4.790548605278281,0.5408550658987468,0.09106314,0.002096155,1.3621398802746307,1.4888588691121238,-2.975125603,0.019696987321116525
0.093197459,1.3695912896430489,0.25219122130991956,0.09283432,0.016837669245671323,0.033239324,1.0242706126784415,1.2059324861263767,-0.018844055
0.075374651,2.0215675156745427,0.23883482580833698,0.092380807,0.018480576855769898,0.032864353438497994,1.6416348035591941,1.9767818691016108,0.011303281088291385
-3.885682684,2.669063458684234,0,0.10129938580790494,0,-6.854838657,1,0.6554704379672153,0.14285714285714285
-5.537164346,2.373504530945236,0,0.10035912650697744,0,-4.727272727,1,1.7831032618225116,0.053435115
0.17871849777631363,1.4637675168451076,1.6989995650282732,0.069257814,0.022972209,0.11090031502461734,1.1912867013102793,1.6020671834625324,-0.033423164
0.12052320149486141,1.453845452888646,1.5186155052016532,0.065593897,0.016566194169204136,0.053810335736659484,1.3246678579752933,1.5287810383747178,0.004289954
-0.433652182,6.886244999674281,0.4421708668903156,0.095519716,0,-0.07300885,1.9035667795552713,0.9198344877285383,-0.017766541
-0.507517998,6.870996992426999,0.2930020881893639,0.086235145,0,-0.131443295,1.9171729281507677,0.9458612724827412,0.050000038317272295
0.092010772,1.1546281433921883,1.633595076400679,0.13576269604361857,,0.059680967,1.0902202393598186,-1.708333333,-0.020780726
-0.05788712,1.1890888317623536,1.5419305525223848,0.091675285,,-0.036609976,1.0322368421052632,-0.108303249,-0.00206055
0.972329087,0.9860408346505298,0.3374232406662612,0.074740702,0.019751049311080716,0.035412285,1.0718100520362697,1.1570416087354607,-0.012998836
0.9143025454996434,0.9935857806656067,0.25443091764153725,0.060708591247901525,0.016961195468830254,0.030143203485784576,1.1003565795789618,1.1348470271310371,-0.004284677
-0.431292752,5.1202863700950925,0.2163253822887008,0.092385243,0,-0.28571428,1.2006168040221843,0.9658045436344251,-0.011406803
-0.343181698,3.538868435157767,0.16715763572406384,0.088528425,0,-0.193717281,1.568823565286333,1.4175152331648737,0.027738220342035352
0.7187772925764192,0.83525,0.5303030303030303,0.07430271,0,0.015648102788138277,1.1411308709530323,1.6559356136820926,-0.028695842
0.585394582,0.68944874,0.5095852213314744,0.069234222,0,0.012093969385415447,1.1572559366754618,0.41142384105960267,0.010650768059566728
0.039097322,0.6470985903213817,0.3588589478305545,0.076251742,0.020637535962110987,0.021994134343761965,1.2050454569350444,-0.389246523,-0.022925769
-0.104909043,0.5826952261579421,0.31413523964312096,0.083715281,0.01588663,-0.046206468,0.9985557276331112,0.5391075193809486,-0.003550264
-0.002048181,2.058818176515196,0.5276764425308234,0.089937284,0.050008779,-0.004087193,1.8215430085754276,0.23590040532715692,0.006413728
-0.024180766,2.4222928829356523,0.9894326531544752,,0.019723513938183196,-0.009839546,1.1115358038340803,-3.631202691,0.001744396
0.072647347,1.6989233373492139,1.0139936929234088,0.079115523,0,0.030734873956894948,1.1001979181005415,1.019921996,-0.004011975
0.078569638,2.755916015940317,0.9123181561548568,0.072147356,0,0.028455031267328422,1.1303965218528325,1.3619654121268825,-0.006369411
-0.851353585,5.910655585,0,0.049102784725305215,0,-2.07171309,0,1.061811185928267,0.049180279813509774
-0.460300141,14.87546904315197,0.017056037041164176,0.058830554,0,-2.551724211,1,1.2385645110504055,0.107954579
0.21679861147693158,1,0.22138072158243935,0.544901,0,,-1.235976223,-1.173621356,-0.010906602
-4.234600016,2.385343152623418,0.1717495064627719,0.12551063596604797,0,-9.123966655,0.48775300825564377,1.3551543475295653,0.039755387
-0.906728683,5.306556016758073,0.12937343379743146,0.12618411530559984,0,-4.285714156,0.8072112109684986,1.1939025394601699,0.016590624
-1.178464781,6.140296662546353,0.085248134,0.098908252,0,-4.197901076,0.9455231930960086,1.3353015325416306,0.076923083
0.037423398,1.0825889379381979,8.764384018075848,0.065570243,0.057781993,0.032849503054817694,1.6625075794833508,0.2933209959623149,-0.025641026
0.074121183,1.4687841041658827,5.404824621099911,0.076266592,0.025540948339943945,0.073323061,1.9807907106850204,11.947738693467336,0.026928667519837374
0.10220784164446137,0.7926322043969103,0.20992507387083156,0.051577681,0.032633138430428615,0.057506224,1.2444479199249296,1.084848484848485,-0.005618609
0.10206185567010309,0.6963906581740976,0.17892822163145375,0.05067268,0.025577860129477156,0.044786969,1.103555402140145,1.1366245694603903,-0.007506982
-0.430055722,1,-0.351131079,0.083566949,0.097681405,-0.485322884,17.053337301833725,14.252688723296043,-0.005802748
-0.102254888,,-0.039438905,0.083355683,0.011387688296730198,-0.126736106,-0.372443943,-0.723737374,-0.005905459
0.075641809,1,0.090861331,0.082692306,0.009781018,0.19771235628209602,1.1492706645056725,-13.56164384,0.00401606
0.19255291005291006,5.459283787098356,0.6619015110603915,0.13276024615384616,0,0.019600451810834446,1.2780302583171024,1.5404232804232805,-0.104673877
0.1853340916668301,5.448247684764845,0.8155082787832114,0.1410408989402827,0,0.017910447,3.061987951807229,-4.662062161,-0.051500424
0.11211852659804122,5.0972285081346325,0.6476211857442846,0.08865584,0.003732408,0.031429904002212246,0.8972527692852909,0.6425122708604628,-0.013265676
0.18725141076297025,3.0238777945415642,0.9263385417294123,0.093613821,0.004755085,0.062449674,1.2675002094846404,1.4818608241301507,0.017428436691708103
0.3852502648125424,1,0.048608205,0.24792561516958078,0.014692261427000532,0.23297491357967298,0.9043202769470892,2.5758746983071443,0.013901171058198039
0.074961645,1,0.050716735,0.36228746291862424,0.01754481,0.10039456613838153,1.0623494980081003,0.705912489,0.027713574096160567
0.041268072,2.3034745599743034,0.24435875364463502,0.08940453,0.025339117010921428,0.027894257840715763,1.4836481571211682,1.1927306053083486,0.014009876613825564
0.093661075,1.7095901487635417,0.3787774970659029,0.082312037,0.022432366,0.045895985,1.233105691222719,1.0983919297429472,-0.005381487
-0.798567386,10.026361231794265,0.032797245,,0,-2.694063857,1.952118708887869,1.1549232816802388,0
-0.60795105,9.954232040915567,0.015149124361917841,,0,-2.535714329,0.44631044569597517,1.3207145084217005,0.042553254089081706
0.078250935,1.430839276518048,1.4586077692902217,0.067469732,0.0169433,0.032812145,0.995818619,0.2982062726837278,0.029202268
0.2947511786422715,1.6573402098304486,1.3232789571132002,0.066323962,0.049902362883009144,0.1841103544024592,1.332970038410657,-2.005165477,-0.006291775
0.096562231,0.6465601274077736,0.21011689387114926,0.054922224,0.040030437,0.056167365,1.1695747975226298,0.9272939190547004,-0.000316109
0.1109115061605121,0.6284210611023039,0.19153928368961784,0.053536821,0.033658190721406224,0.055102306,1.1255823306632704,1.1309031407663288,-0.000225619
-0.045046731,4.124429853398228,0.099172388,,0,-0.040635092,1.5068839576981998,-0.725673084,-0.009401696
0.060377920289995446,3.7129505330052344,0.061538746,0.088403171,0,0.11711248346604756,1.0212080258517113,-3.351041311,0.026846604502858678
-0.224045958,1.1774765059312895,0.32888460235122385,0.11646850041447386,0.033262359,-0.043036133,1.1324836190647158,1.3349633251833741,-0.023958286
-0.14617584,1.1318681318681318,0.33798501349998483,0.070460465,0.021697020875268383,-0.022129879,1.153312629399586,-8.891304348,-0.001229033
0.039096871,1.6115042915223612,3.5648467925637446,0.064563286,0,0.12195121762110984,1.560939510939511,-0.072439249,0
-0.698013956,1.4177353769158587,2.444741603083458,0.056253616,0,-0.35862069,1.2386911641624487,0.37512259851150986,-0.040000044
-0.985267731,1.1721207738202857,1.2245374160799083,0.093884624,0,-0.167896677,1.2207892911072113,0.7342529382785559,-0.026315708
-0.807467182,2.213890870185449,0.8359089823627742,0.09958067,0,-0.336814628,1.1967277167277168,1.9850516904163173,0.071428571
-0.635258274,7.877342419080068,0.10066754721022382,0.14241215602640556,0,-2.516129013,1.0722433460076046,2.7159416826003824,-0.00923076
-0.157928509,9.119237702807109,0.065666275,0.14296714146195671,0,-0.572327032,1.4403066812705367,1.635013677217663,0.083333333
-0.003913576,1,-0.00148949,,,,0.008362858,0.012505447758759287,-0.001888617
-0.300571853,1,-0.163222135,0.072895484,0.057776726,-0.338090752,-3.457764093,-3.529924081,0.004720141
0.22161895360315895,1,0.23492074503138982,0.07275765,0.1231152299161211,0.091124047,1.086984432675333,0.45012531328320804,-0.004436691
0.39804469273743015,1,0.21537451176938233,0.072332076,0.22261271425883747,0.18704944233004656,1.0989417989417989,2.7254098360655736,-0.017101454
0.18783814,1,0.1489196058526756,0.07684726,0.018811571,0.080751061,0.8830104996379435,0.9713294797687861,-0.00555712
0.13006345292154092,1,0.14025466224879715,0.078863143,0.018170826169931768,0.091908701,0.992587934,0.9051904562578484,-0.006140212
-0.562430108,5.658422556,0.20623703319502074,0.13977028579772965,0,-0.96,1.0244512708715254,1.495123689654573,-0.083333341
-0.423115681,3.1975769594249153,0.17929686632464967,0.13736978007037565,0,-0.387096771,1.423342736248237,1.3905864719818208,0.018018
-0.082059823,1,-0.043485788,0.056358592,0.084603447,-0.090065067,-0.724291873,-0.918402468,0.008090646
0.077083307,1,0.049655913,0.052935772,0.098965712,0.11757069516091581,4.029843601138307,5.4919172174905455,0
0.11678271922491855,1.8081891245228772,0.32350085192954714,0.098066048,0,0.18878248711300305,1.3545982804176644,1.672751941108514,0.019521436862887157
0.07575126,1.5744847398454807,0.2666763966779818,0.092957606,0,0.15300896398914765,1.4313885135669515,0.7646186767097493,-0.057288327
-0.080972268,2.212014408688224,0.2970840408737593,0.1068746565692803,0.004243599,-0.069918698,1.0674783941419388,23.21267519804997,-0.018669761
-0.003489087,2.298359005219243,0.2763426069499654,0.092890414,0.001932485,-0.002406998,1.6014819622773238,-0.213236887,-0.004557902
-10.72714268,0.5746834941774456,0.21875621811856596,,0.6397494506633988,-1.625514399,0.15623904052554038,-0.461528188,-0.073288946
1.5776043930049424,1.3652715123254517,1.156831996983111,,0,1.0730026239816894,154.64015385035052,-5.976435452,0
0.2291366165258603,1.4039383561643837,1.2521551510832665,0.089355135,0.044753614,0.098432712,1.1358465834103948,0.9917502787068004,-0.014572855
0.2625955092362189,1.4514270827302727,1.2130449461452173,0.086037283,0.036257081,0.090732309,1.217340459,2.1002107234839618,-0.000341072
0.028245809021039407,1,0.036670372,,0,,-0.344859535,-0.261013153,-0.008359449
0.607831745,0.2434014685453463,0.010490589324282628,,0,-0.727272745,0.2361111111111111,1.2059942363112393,0.012681212431931117
0.7331812035158891,0.24913571986171518,0.045656309448319596,0.1192026873205289,0,-0.416666677,0.3988919667590028,0.7984353428439944,0.014957264
3.591403113678645,1.127916084508235,0.23702714989022042,2.2130801763545174,0,-0.939759055,0.3315373818341704,9.198110842,-0.004149581
-0.694715447,2.1152520341780137,0.6345314384558265,0.6841836970571353,0,-0.046704174,3.3533514800952706,0.13225068264479256,0.061162115863582965
0.013634192054683768,2.4244090159428255,0.2235044363398835,0.093007263,0.00664451,0.006681514,0.9970859640602234,-0.556221889,0.011718739086063353
-0.02438222,2.918678526048285,0.22741957752312578,0.049850850584795325,0.008762208,-0.016953052,1.100922336586018,-0.462552011,-0.014492771
-0.434130396,12.270399529100139,0.028622863,,0,,1.8836376404494382,1.5189235594324442,-0.026864624
-0.210572358,13.296907183573104,0.011495756096222063,,0,-0.150641026,1,-0.144449949,0.053890483
0.1400549389209392,0,0.011309031427451908,0.050068464241685116,0.033037308254391946,0.073214098,1.2684599285978087,1.309025711,-0.002723099
0.11212737908873692,0,0.009700645,0.046365085,0.052043771106394715,0.091313201,1.1778666060872633,1.2525679257786613,-0.008833364
0.37694614092697637,1.235921025129768,1.9356027222036405,0.093024829,0,0.2596685164963269,6.602996774905407,3.231031662347133,0.00428657
0.14176286241243635,1.3900070457644857,0.41705930736509605,0.088323219,0,0.10303030451905085,688.6770659412813,-3.314236578,0.053941855
0.018771951071817852,1,0.003505782,0.3621269271440452,0.16769231416926658,0.00515925,-0.224910394,-0.130252101,0.001915753
-0.151207116,1,-0.021566051,0.18010884252383147,0.1839073947853193,-0.273886574,-1.333333333,-1.588785047,0.023856835854008104
0.018771951071817852,1,0.003505782,0.3621269271440452,0,0,-0.224910394,-0.130252101,-0.000494571
-0.151207116,1,-0.021566051,0.18010884252383147,0,0,-1.333333333,-1.588785047,0.010534548
0.018771951071817852,1,0.003505782,0.3621269271440452,0,0,-0.224910394,-0.130252101,-0.007542697
-0.151207116,1,-0.021566051,0.18010884252383147,0,0,-1.333333333,-1.588785047,0.003793513
0.018771951071817852,1,0.003505782,0.3621269271440452,0,0,-0.224910394,-0.130252101,0.011454160513456881
-0.151207116,1,-0.021566051,0.18010884252383147,0,0,-1.333333333,-1.588785047,0.005889342
0.018771951071817852,1,0.003505782,0.3621269271440452,0,0,-0.224910394,-0.130252101,0.00934096
-0.151207116,1,-0.021566051,0.18010884252383147,0,0,-1.333333333,-1.588785047,0.005522226
0.024486572,1,0.040610343,0.087973894,0.013597327962236463,0.026059066581376772,0.9799426934097422,0.31876606683804626,-0.017003551
0.061824539,1,0.038334798,0.090731337,0.014702761768078047,0.086615974,0.6439114391143912,1.074585635359116,-0.001980168
0.040004072,0.6497423172361138,0.18888813112369002,0.060876928,0.054322733769323006,0.062634989,1.0487189196011613,0.8921679909194098,-0.004385009
0.045459236,0.7269021739130435,0.19266590472484985,0.060667907,0.043059382,0.05575198,1.136076856897046,1.2461103253182462,-0.004611982
0.096029539,1.6633746756245245,0.433511373,0.079745069,0.028644455752594694,0.088468465,1.198667321265938,0.8275719566232236,-0.084848462
0.12915542754460477,2.1313446699456673,0.43539016597344876,0.082014339,0,0.1417277746405342,1.374910120768339,317.15776699029124,-0.005154696
4.582867448151488,0.8484350489280645,0.7642185086364275,0.030796184,0,-30.25640952,2.653986832479883,0.35757806014043086,-0.095833302
-18.15249042,0.8171664731197487,0.10426359545419876,0.2093549630622934,0,-135.6828148,5.475300400534046,1.3705475093051511,0.074844075
-0.162780333,2.495714236929276,0.451895653,0.10943409953888449,0,-0.026097271,1.1915316369909432,0.35597200070884283,-0.04492188
-0.54297467,3.335826679,0.35438332666949596,0.11464884057209557,0,-0.12156863,1.5550006885938912,0.2643772400384174,0.023460387593088994
0.11782966710217624,2.1663975348513356,0.9296263230688455,0.066210242,0.021319306693589703,0.050556286,0.8933388303198068,0.8654429452986089,-0.003258288
0.1171719895095468,2.2745407506714432,0.9201297000460634,,0.027927819126692302,0.068085559,1.298730769,1.6034547817701563,0.019419990179771744
